Panel,Efficiency,Degradation,Power(W),solar_irradiance,temperature,humidity,wind_speed,cloud_cover,panel_age,panel_tilt_angle,latitude,longitude,output_category
Panel_B,15.69,0.87,232,226.3691074,29.18981933,81.00924844,11.72443451,63.99648716,14,50,45.51219259,-115.3250496,low
Panel_B,15.6,0.47,230,380.2550224,25.96241784,77.09137454,0.902583528,59.03116559,8,30,35.57940448,-122.6512154,low
Panel_B,17.43,0.15,387,493.2871356,15.24187895,31.83252789,8.307088552,94.6723527,20,30,45.10538223,-75.50401549,medium
Panel_B,14.63,0.88,396,387.9654997,11.42839041,35.84822883,9.962038794,44.56645071,9,10,29.080544,-70.39137526,low
Panel_C,18.78,0.86,296,349.7155714,19.4508516,42.36540281,3.0948755,74.41831334,18,20,28.63407488,-124.9670108,low
Panel_B,18.5,0.3,284,726.3290165,30.13455613,81.27010817,1.206753359,29.13655574,14,40,38.99401901,-116.9420155,high
Panel_C,13.37,0.52,355,678.8862935,23.33673113,44.52462607,1.916835508,13.6283712,21,50,33.68002727,-122.2765788,medium
Panel_B,15.48,0.56,269,269.0741324,10.33492601,27.01595147,8.581406626,15.92728242,0,30,29.44748691,-83.04568595,low
Panel_B,18.02,0.99,385,336.9338939,36.83558237,60.30890207,14.6863718,97.61981381,17,30,40.71354724,-79.08950482,low
Panel_A,10.75,0.7,352,627.3916704,20.79764138,84.58884672,11.65007131,32.36273877,3,50,38.54394027,-123.9203,medium
Panel_B,18,0.32,362,530.3763529,27.76506463,53.62469179,5.412953097,82.42136819,2,10,40.59683154,-82.33732604,medium
Panel_A,12.69,0.72,246,927.8438308,22.96194266,59.21753542,4.654243686,88.92633311,17,50,26.68012694,-114.6630465,medium
Panel_B,17.84,0.82,298,243.990483,14.86075744,40.09327926,13.89677631,85.96723609,19,40,31.38558176,-99.23045849,low
Panel_A,10.48,0.96,347,340.1789459,30.89129378,75.83342765,7.954666199,77.50307154,13,30,26.04906077,-109.4045538,low
Panel_B,15.95,0.62,248,573.5739803,33.44542478,46.69174025,2.589889407,16.56132049,22,10,49.65629207,-82.37793695,low
Panel_A,15.74,0.99,351,841.9199138,21.90632333,76.05548,0.763044923,15.04419607,12,20,43.49194056,-82.45639161,high
Panel_B,15.27,0.54,331,231.2336773,27.8934578,29.224019,14.60644576,94.05565735,19,20,49.52190666,-71.58578866,low
Panel_A,19.63,0.9,259,216.0817118,36.73602837,22.59738051,6.06224179,49.38205537,19,50,29.96959932,-67.99132649,low
Panel_C,11.96,0.58,261,391.5925511,19.58780467,70.9732889,13.52089768,3.110116376,17,30,30.66624521,-107.7682871,low
Panel_A,16.17,0.88,352,310.818172,17.36376343,77.67848581,8.900479921,52.21719154,6,50,47.19947395,-124.8481426,low
Panel_B,15.19,0.32,340,717.3416093,13.91759854,22.84743782,2.157695747,87.99023608,11,30,35.82925068,-90.84322257,medium
Panel_C,13.09,0.11,372,210.4568333,23.94675173,33.10662963,8.113898765,29.5247367,4,10,42.65153346,-96.25164015,low
Panel_A,11.14,0.59,260,531.2431836,39.62528594,15.92924284,14.22828859,74.8705782,12,30,34.58800546,-77.8699498,low
Panel_A,10.7,0.34,371,505.8031886,22.58827565,11.76550266,11.06284962,80.29124842,6,20,33.47871621,-85.3068665,medium
Panel_C,12.46,0.29,209,250.2774433,30.86616823,79.54869713,13.54827075,63.3951364,18,30,29.63440251,-66.45673423,low
Panel_C,13.36,0.8,375,854.5807157,26.46650273,42.69110766,8.592176608,35.19630321,12,20,36.99228463,-71.11602767,medium
Panel_B,17.39,0.3,324,717.9299342,28.68310423,10.1841116,4.553897008,5.768345822,0,40,41.9729939,-124.3249405,high
Panel_B,18.7,0.21,215,403.6548146,28.08173362,63.53507322,9.58148325,48.26282357,21,50,48.95196987,-66.30721957,medium
Panel_C,17.96,0.93,342,601.744299,27.95877365,54.263824,11.23754214,16.99683222,19,40,29.78408359,-84.41759642,medium
Panel_A,12.41,0.44,365,629.8583236,10.47981617,22.6530142,5.746138851,71.2230728,24,40,28.24855052,-102.5409442,medium
Panel_A,12.76,0.77,282,681.3784405,20.55974235,66.47788562,1.735868596,11.0028222,23,30,29.05649918,-86.37567203,medium
Panel_C,12.58,0.74,335,849.23522,14.64850882,30.95701465,2.411659921,96.59879954,2,50,47.95851231,-97.24103337,medium
Panel_C,11.74,0.25,396,538.6604934,28.47278587,32.96857001,2.417414998,24.44202966,3,40,45.02995928,-72.3941934,medium
Panel_C,13.03,0.88,262,525.3281683,37.5862604,53.85411191,0.473355076,44.55420353,11,10,44.97017459,-66.70133192,low
Panel_B,12.04,0.55,239,622.2164911,23.27074678,63.36119441,6.27168668,44.27582407,9,50,37.43332595,-108.4998479,medium
Panel_B,15.91,0.97,321,534.7448772,35.11474014,25.53662053,5.305933865,29.10459329,15,20,48.64012428,-113.0154081,low
Panel_A,17.46,0.15,346,350.1056041,19.70733231,22.20380289,8.317581371,26.96614997,10,10,26.31920699,-104.7397232,low
Panel_C,15.45,0.5,360,896.3425835,26.55707981,58.5756908,1.893154698,59.18290434,1,10,29.97525972,-105.4479468,medium
Panel_B,13.46,0.37,303,874.3858543,33.38175015,58.89612042,6.804890959,5.386697916,9,50,32.89098449,-91.43641464,high
Panel_C,15.98,0.91,273,632.1779885,25.01576331,30.1885453,1.99175323,32.64989441,22,20,46.62236593,-98.85176684,medium
Panel_C,19.29,0.75,327,548.6809171,19.45740082,40.3151633,3.090553577,43.36504155,3,40,27.79810282,-110.0265375,medium
Panel_C,10.64,0.99,300,554.8891302,39.50153216,84.08621808,1.315381179,78.88415832,24,40,44.91020855,-66.54307956,low
Panel_A,18.72,0.67,308,250.6802452,10.78419046,37.73014652,3.953958467,73.74456499,0,30,43.06898608,-72.03494864,low
Panel_C,15.63,0.25,270,311.7635395,21.28104193,22.71475986,1.210461994,55.53587011,3,10,29.98662763,-123.6111506,low
Panel_C,15.17,0.11,346,985.7085155,28.50133579,56.28162192,12.69154036,6.131278801,7,10,35.31465684,-94.13029494,high
Panel_A,12.68,0.68,237,268.0205121,37.89782888,23.90174705,13.05306639,93.79664461,8,40,35.68804377,-86.75724311,low
Panel_C,15.09,0.87,210,265.2683769,11.99774465,33.33935521,8.887366509,79.91864099,2,50,38.30882527,-104.4359757,low
Panel_C,12.67,0.21,381,387.4940011,34.24681444,76.49903266,11.74172041,85.14266508,22,10,33.84175844,-122.4040682,low
Panel_C,16.41,0.93,251,407.3966929,23.09710962,15.57265407,4.113255106,83.09543453,18,50,35.13583639,-113.7828564,medium
Panel_B,16.51,0.53,240,264.3571216,32.67036308,47.40970916,6.2413596,55.31969381,0,10,49.1099748,-122.6827306,low
Panel_B,18.03,0.48,385,421.8894146,26.99234624,42.13028235,9.044579233,89.58744449,8,50,41.72013674,-78.00802582,medium
Panel_A,17.64,0.7,281,385.0421775,32.93913965,16.01119059,1.483867722,87.98639667,5,40,47.49604436,-78.139083,low
Panel_A,19.71,0.5,268,822.4703924,22.74535086,10.75860291,1.559265555,88.13243427,18,10,32.74569379,-104.3149564,medium
Panel_C,16.46,0.3,387,684.2059585,23.86006994,33.57327902,14.07032594,42.75209674,17,30,41.69346482,-112.1724565,medium
Panel_A,13.31,0.74,338,881.6552318,20.5888225,75.0921492,2.6814947,87.04851049,0,20,36.47147616,-107.1352545,medium
Panel_A,15.14,0.4,217,682.5916406,36.12934082,84.74797175,0.762545402,61.34880082,0,30,34.35489625,-65.47418232,low
Panel_C,12.65,0.66,242,644.520335,18.5373237,77.19494775,9.739440251,61.6354305,18,30,37.41520683,-67.134362,medium
Panel_C,10.82,0.36,233,801.0041535,19.94687236,13.84873024,8.710624128,14.23452737,20,10,28.51609672,-98.63363453,high
Panel_A,17.16,0.7,270,878.1081306,35.90436918,81.40859997,11.60500282,64.52358965,21,20,48.67801501,-119.6688127,low
Panel_C,17.23,0.41,356,447.3483953,20.17561241,83.32075066,9.319417199,33.71481705,8,50,26.28659405,-89.37708115,medium
Panel_A,11.19,0.88,391,549.6292549,18.30957125,75.80247254,4.671848777,87.37922507,14,50,43.01049474,-115.4163667,medium
Panel_C,12.26,0.18,262,541.0607103,30.99144867,70.89676391,8.709251181,22.59620162,2,10,42.19611768,-74.22788323,low
Panel_B,10.15,0.96,214,687.0398543,18.3829836,17.71656499,9.000621808,58.74831551,17,40,30.00427096,-77.22511369,medium
Panel_C,14.43,0.95,286,972.3150994,33.73802539,28.16938099,4.189739249,90.15120462,20,40,31.06025728,-107.5485586,low
Panel_A,17.67,0.3,229,778.3645155,29.12419925,78.72833044,0.265556501,46.98313848,17,50,40.07525741,-110.3723274,medium
Panel_B,10.03,0.86,222,443.3023851,37.40366726,31.7868368,10.93717675,41.20741444,14,50,37.10749275,-67.38715503,low
Panel_A,17.94,0.4,264,494.8518107,10.64222252,55.61925512,13.09728251,32.07161107,22,50,37.0574969,-77.66293977,medium
Panel_B,10.09,0.34,218,793.1240376,32.05962038,51.17829914,11.56783322,84.86683524,2,10,28.65113536,-98.32230679,low
Panel_A,12.36,0.33,290,723.0344676,27.97649447,46.21248208,7.274039212,38.30074362,12,40,48.81726413,-67.0414785,medium
Panel_C,18.53,0.17,357,598.3171355,17.53295344,31.92302229,10.34091081,44.94781981,8,40,34.23309853,-105.8137558,medium
Panel_B,16.01,0.81,361,953.8374691,36.9311151,29.58659355,12.19893017,53.80188779,17,50,41.03078326,-97.87083029,low
Panel_C,18.76,0.47,236,507.0258342,22.84071786,66.60987574,9.61219239,12.84014548,4,50,32.38494968,-121.2439435,medium
Panel_C,17.37,0.15,250,813.3065137,36.8762627,53.34293629,7.152290378,18.57448915,8,40,25.07958967,-102.8339884,low
Panel_C,16.6,0.64,287,646.7260033,31.73620582,42.55621229,6.582635795,55.64106699,7,50,45.73747602,-65.97351811,low
Panel_A,15.95,0.81,298,339.1851317,18.95915135,74.93852835,11.0741263,68.8921713,21,40,37.6433074,-67.7396465,low
Panel_B,10.89,0.6,291,569.3696318,39.34136973,66.8676012,4.777893011,26.83766666,12,10,32.43127128,-99.22964616,low
Panel_C,16.62,0.46,346,587.838062,23.2024432,81.35386797,6.46015565,30.00931975,21,40,26.25431854,-78.99205941,medium
Panel_C,15.79,0.44,213,460.1927044,12.87279419,66.76017488,6.009398546,49.57294745,23,20,46.74233175,-87.95112089,medium
Panel_A,11.69,0.7,208,830.9670756,29.66003432,48.78283556,3.922248176,98.65044131,10,30,44.02819475,-71.77286045,medium
Panel_A,17.12,0.55,305,404.856221,29.94279549,65.59069515,10.63236613,57.45927937,21,50,37.50540094,-80.14366052,medium
Panel_A,18.8,0.72,371,334.1074657,10.81474908,44.19099527,13.06574417,91.95573374,14,10,42.38593375,-120.012456,low
Panel_A,17.48,0.77,272,863.3666703,21.68328012,73.82223842,12.95494589,90.65234976,13,10,37.13352128,-95.35188269,medium
Panel_B,16.36,0.89,347,987.1750166,19.2774268,39.69564889,11.26778098,15.52874321,5,10,46.63461656,-111.5768811,high
Panel_A,15.41,0.49,378,460.2600173,37.85814487,11.62068414,8.966784661,18.0777697,2,30,26.68836169,-84.50905627,low
Panel_B,18.2,0.45,284,932.3818144,19.80106593,69.14722445,8.413950477,32.38337428,13,40,44.93811115,-105.6083672,medium
Panel_C,18.27,0.89,383,420.4780707,24.51738512,16.32174725,9.89513669,44.6770031,17,40,45.76540064,-102.1684958,medium
Panel_A,13.54,0.98,220,339.382818,27.07907629,11.1085013,12.2684554,83.9173434,8,30,47.30271092,-115.1645915,low
Panel_C,16.06,0.94,312,846.2602099,37.76026022,41.67040807,4.722694431,41.74702463,19,30,43.21398566,-112.9475403,low
Panel_A,12.02,0.36,392,783.4334102,31.40996947,23.55438768,4.631671984,46.63187144,8,50,28.14702122,-117.8529924,low
Panel_A,13.17,0.39,312,557.7073103,23.93788417,14.09364074,0.480690815,88.0589109,18,20,27.21239655,-115.7880601,medium
Panel_A,14.75,0.26,229,310.9235628,14.48813095,81.16631806,14.39270234,25.30453421,4,10,40.98061209,-83.68811047,low
Panel_C,13.45,0.35,214,273.8029654,32.72152796,40.48521789,7.280457865,62.27654413,14,50,36.05452618,-73.65478605,low
Panel_C,17.12,0.91,232,247.8259231,31.85950453,21.8981182,8.650979794,21.27362729,4,50,27.51806853,-99.43238995,low
Panel_C,12.71,0.94,332,260.7232986,31.32283709,85.92642029,6.267414676,98.93180475,18,50,42.98903652,-65.7871006,low
Panel_C,16.14,0.29,256,332.1423094,12.59376183,26.49833585,6.518890194,77.33083672,9,30,25.84763385,-124.2569455,low
Panel_B,12.18,0.67,339,842.8158204,37.44789727,36.43999462,4.918640172,41.81106629,14,30,45.93573221,-80.83635816,low
Panel_B,13.49,0.96,232,463.6519346,12.63094834,82.54284369,3.888908561,56.67913546,24,20,43.05060474,-81.36754756,medium
Panel_B,13.18,0.43,200,512.2814107,17.02530029,82.49497118,14.65302847,65.2549852,18,20,45.52186238,-115.8182701,medium
Panel_B,16.1,0.92,252,626.020406,15.96746936,67.81735169,12.55518191,32.64233046,20,20,48.46837091,-90.03808304,medium
Panel_C,13.13,0.39,374,971.7442274,35.50085142,46.80842314,14.06684231,91.01742408,9,40,35.83406845,-92.31530358,low
Panel_A,16.03,0.9,347,471.7513027,28.32685473,75.80503819,7.293441727,92.50378351,14,30,31.54398,-69.07869652,medium
Panel_A,16.25,0.63,202,248.2137667,33.20232136,13.41755328,13.94302345,45.27583506,4,20,47.89810122,-116.3238503,low
Panel_B,16.74,0.11,316,264.5278693,34.5157845,52.74230999,5.12814998,35.8245119,0,10,44.56166047,-107.6835298,low
Panel_A,10.9,0.63,320,914.1380458,33.1406407,39.75494318,9.848832039,21.28177034,24,40,43.8149349,-117.974858,high
Panel_A,17.02,0.43,285,390.0650605,34.99783316,88.4200126,0.412879894,71.74871554,10,20,47.81399561,-123.6476731,low
Panel_B,12.97,0.56,240,963.258152,26.89354625,89.34185424,11.71768156,97.98751493,12,10,43.19830659,-109.861674,medium
Panel_C,14.17,0.33,205,277.7418398,17.16487063,43.54426956,6.137278476,26.4491178,24,30,33.19367633,-103.662512,low
Panel_C,18.7,0.73,359,364.1949474,28.14438296,17.16760732,6.27948129,11.25773432,6,50,44.43880633,-68.1702278,low
Panel_B,16.44,0.53,381,384.0709986,19.53719371,33.9630766,8.046047573,68.67177558,22,10,32.68233901,-89.62845141,low
Panel_B,18.29,0.56,363,518.8198272,36.71217537,18.23116821,4.188795478,63.44153482,3,50,34.1157378,-70.01379383,low
Panel_B,14.95,0.84,212,975.7215498,25.41694259,13.89851975,2.775736017,58.29995535,3,20,31.00833739,-109.3757908,medium
Panel_A,14.95,0.28,365,922.5817619,22.82580921,70.7373312,8.806042345,45.88609811,17,10,25.47938913,-89.82094185,medium
Panel_C,12.94,0.44,250,745.682173,18.88141888,68.42163591,8.584671012,38.27068689,2,10,34.85396492,-86.03959598,medium
Panel_C,18.84,0.17,340,858.7973447,25.45948651,73.67706505,14.15351472,78.39132116,11,40,37.74827578,-105.5271606,medium
Panel_A,19.23,0.56,323,258.2399364,21.4885026,80.93599708,14.8048536,28.65873213,15,20,41.43960216,-86.29794273,low
Panel_B,16.49,0.44,287,437.9277233,35.96854559,67.87224629,7.471382262,29.83248003,21,50,48.29519012,-83.16022116,low
Panel_C,19.04,0.75,295,511.5685638,19.49017705,73.11000344,7.656116084,7.107563144,22,30,36.10846122,-98.64811493,medium
Panel_A,18.21,0.77,204,929.1758371,32.82631703,60.17730221,7.436011794,65.81198608,4,20,26.50776731,-116.8318122,low
Panel_C,16.76,0.44,397,280.4418518,35.34046585,44.02471815,4.057527762,44.68595866,2,20,26.92189584,-92.14414417,low
Panel_B,15.48,0.5,350,891.1854076,14.27468175,69.41316051,9.456052759,45.59472054,3,50,32.40816477,-110.2207597,medium
Panel_A,14.93,0.31,292,219.3276153,35.87470052,84.85512058,12.58801074,57.51772423,4,40,30.21662248,-75.86769311,low
Panel_C,12.56,0.88,344,420.2237687,12.4830941,86.43128387,13.80863009,70.39349583,14,40,26.33839223,-102.7977766,medium
Panel_C,10.61,0.21,244,371.9957751,17.21793795,60.55004987,14.23016247,17.1669415,20,30,40.5023273,-82.36541286,low
Panel_C,12.17,0.56,383,336.1600166,19.99962369,50.56211171,9.945316465,53.44860686,2,50,30.68529422,-93.26225203,low
Panel_C,15.16,0.27,310,233.7936686,17.09434721,48.40516012,6.98423992,72.1359609,12,30,47.60216824,-86.05782856,low
Panel_B,12.96,0.6,358,957.9553303,17.84614106,89.87574145,13.17330344,85.13351195,5,30,41.17159994,-108.5615484,medium
Panel_C,11.76,0.7,314,448.9729726,35.14593289,62.26699445,10.3868106,58.40427562,9,10,27.55865591,-66.93624371,low
Panel_B,14.57,0.77,374,283.5464075,31.07116608,47.51068818,2.147722768,61.34552684,14,50,45.52843344,-84.31626775,low
Panel_A,19.26,0.7,213,659.9588554,20.63684091,82.99790966,12.9099698,42.38504034,2,30,34.07816261,-75.39800213,medium
Panel_C,13.45,0.54,325,212.0551003,35.8438215,75.59508888,0.806887904,67.62023403,24,20,35.28278913,-105.3510129,low
Panel_A,18.29,0.83,315,436.9804059,17.05810532,79.50976411,12.09367448,46.47178866,14,40,31.45033332,-78.60605106,medium
Panel_A,15.35,0.21,219,720.797262,30.76959372,73.42830906,0.29461697,83.42680881,4,20,48.55199216,-114.8011245,low
Panel_C,11.42,0.34,308,324.0799565,36.89222567,59.06205877,3.696143213,96.58547385,20,20,31.78145066,-94.4895822,low
Panel_A,16.27,0.52,327,400.1865532,15.35828981,88.14596083,2.930970624,83.71363558,23,30,42.17751584,-71.91448962,medium
Panel_A,15.95,0.61,200,297.1022784,36.79025923,79.08153203,14.15736848,90.64157269,13,20,40.35566957,-112.0072779,low
Panel_C,18.37,0.54,232,677.5560217,39.88872055,75.87424464,4.244292386,26.38669165,24,40,30.89336365,-105.6236086,low
Panel_B,14.3,0.21,237,734.4337772,31.89485566,19.05577501,13.84440775,41.41906276,14,50,36.44164273,-66.33726184,low
Panel_A,11.8,0.64,312,368.7116892,30.00419076,81.13700254,1.397743344,79.74297992,18,10,37.7267096,-89.58745436,low
Panel_B,16.61,0.44,252,824.3120526,35.24107334,64.98917844,11.53014115,56.65334121,1,40,40.68366105,-68.33947667,low
Panel_B,19.58,0.89,304,900.7044286,35.90246039,22.63842125,1.869697768,77.07728254,11,30,34.68482737,-115.9610436,low
Panel_C,12.9,0.82,340,827.7605248,22.98997305,46.86412719,11.4311229,76.60955379,3,40,40.81466405,-65.84462697,medium
Panel_A,15.34,0.6,207,455.575153,30.7342916,18.86644238,7.826582474,92.75827391,7,30,27.52137302,-83.56311663,low
Panel_C,14,0.16,278,981.8018717,32.32948299,62.33109179,13.93917407,28.98387451,16,20,33.60342664,-65.71635612,high
Panel_A,18.61,0.54,369,854.8861736,30.11280786,55.81901148,4.935270833,62.7873977,8,40,39.60799092,-117.3231628,low
Panel_A,19.92,0.56,265,558.7537496,31.8915633,72.77912608,5.951278712,71.46372002,12,10,36.22914123,-91.55146985,low
Panel_B,18.81,0.93,235,555.523512,19.85748119,10.06888432,14.61807553,61.14099038,22,30,41.1586676,-87.92422841,medium
Panel_C,19.13,0.75,356,404.0072867,16.10068691,87.32192668,4.363616974,67.40722287,11,10,28.69574573,-103.1062047,medium
Panel_A,17.02,0.78,397,311.5138641,18.64622223,75.88785272,8.352876153,45.71682304,19,10,30.51161868,-115.6722036,low
Panel_B,11.19,0.92,375,969.5976233,18.40343242,18.26443089,9.666571851,6.377664925,10,30,29.15753858,-69.03657605,high
Panel_C,12.08,0.99,262,963.641253,16.52057469,41.33516273,8.702813689,37.99915909,6,30,48.9235563,-87.09946483,medium
Panel_A,17.37,0.23,267,312.1495653,12.5053938,76.19191856,7.48101037,64.84016481,13,30,30.93189962,-90.6857525,low
Panel_A,18.77,0.32,257,866.9109599,12.06674817,25.15756967,8.886261224,65.09299036,6,20,45.51102496,-72.29931965,medium
Panel_B,12.24,0.77,276,894.077838,26.01879327,27.06977386,5.554788439,41.71154815,11,50,48.81175986,-108.729313,medium
Panel_B,10.71,0.32,355,469.5424506,39.31921172,37.19274434,6.235743544,5.455303292,14,30,34.1563902,-103.0285764,low
Panel_B,15.46,0.58,284,659.091718,35.45537912,63.11240978,8.919570224,20.0653283,18,10,27.19057295,-120.0414415,low
Panel_B,15.48,0.62,259,741.2311782,25.75115494,12.68905091,3.369005362,27.74285031,1,20,38.016521,-116.4710685,high
Panel_C,19.83,0.33,373,637.6668051,10.62129801,11.95343509,1.615737905,41.82044308,23,10,27.03799846,-94.9791412,medium
Panel_A,14.59,0.94,290,583.277021,25.1940564,33.87827415,9.725873227,77.38818417,17,50,26.94505993,-97.07273703,medium
Panel_C,12.98,0.87,375,689.7006966,30.36930411,50.15316989,2.854716351,79.57066909,19,20,32.19561325,-117.0660343,low
Panel_B,12.8,0.23,210,284.1393501,22.46688283,32.93168093,6.995579583,80.08037459,7,10,37.5737068,-77.82055305,low
Panel_A,14.2,0.63,382,672.9869024,26.87286085,63.63600397,7.197123764,35.37599692,19,40,27.15329778,-69.37597921,medium
Panel_B,10.69,0.94,272,663.1253137,29.95516337,52.36423907,0.590726535,75.14870936,17,50,35.09855272,-108.3984715,medium
Panel_C,11.15,0.89,298,747.9551372,18.39996708,13.67907681,8.695344485,81.06421435,18,10,48.92742007,-68.39058984,medium
Panel_A,13.34,0.75,352,787.4659579,38.01829605,88.25568061,2.305811322,60.69452169,9,40,38.9940021,-79.50570046,low
Panel_A,17.18,0.17,302,457.3099554,36.16273871,62.50440428,9.714909208,54.93197029,7,50,45.72782986,-96.99002776,low
Panel_C,17.35,0.52,207,223.9679098,17.04266187,86.66278281,11.90703165,53.06135054,1,40,30.30617831,-69.93598304,low
Panel_A,12.33,0.17,338,309.4701208,24.78990967,15.14328287,7.701975308,61.34607233,3,10,37.55096051,-121.401247,low
Panel_A,13.65,0.95,257,483.7220961,12.37865321,37.37503088,0.473941048,45.26797764,13,10,49.7055786,-87.6628826,medium
Panel_A,13.59,0.28,367,750.506775,16.20903577,64.52171143,6.235103582,13.66839406,17,50,38.27793811,-87.35447708,high
Panel_C,14.63,0.98,279,989.023402,28.88729133,50.10266955,2.925581701,44.9459238,14,20,48.11664596,-110.8691368,medium
Panel_A,17.15,0.66,218,600.081355,38.29224083,50.86707305,4.692150045,44.41218307,24,40,26.97987341,-90.60296879,low
Panel_C,14.02,0.9,379,680.1005503,39.15790672,46.66033582,7.732539181,45.90016926,2,20,33.72073243,-86.70005918,low
Panel_C,13.24,0.77,272,832.4306415,39.57439344,63.02477695,10.1139232,39.46928812,21,50,31.77343383,-73.13296021,low
Panel_C,10.6,0.87,320,514.3734356,31.73529549,58.18001428,4.803133367,21.36980471,16,40,31.77190227,-74.99222073,low
Panel_B,10.02,0.98,324,582.5688637,23.84733921,47.38727178,2.795295864,53.64822437,17,30,28.08614349,-67.31034035,medium
Panel_C,12.46,0.82,272,899.8106692,36.19508564,17.25858691,14.64424457,33.86448018,14,20,39.63492831,-72.52739904,low
Panel_C,10.27,0.63,318,901.276651,29.82744494,31.20674301,8.82569501,13.89294467,22,30,37.40154339,-99.18229088,high
Panel_B,17.25,0.15,322,691.5171498,14.36935378,17.93010692,13.8386423,54.67080459,20,30,33.4405767,-109.8952728,medium
Panel_C,17.6,0.51,275,881.36574,30.99784673,11.89114653,8.591296824,49.49207274,3,20,37.23843967,-85.07615127,low
Panel_C,14.9,0.66,298,535.532171,31.0833947,16.52808847,4.652298614,24.53279971,5,10,39.77251842,-89.30072692,low
Panel_C,17.41,0.47,370,597.7793202,32.80622463,68.6562401,13.83293372,79.87210964,0,20,43.91736095,-82.16529648,low
Panel_B,16.45,0.2,351,927.3841408,10.84132994,83.23592384,3.972067477,98.83125806,8,20,28.14104447,-70.21122968,medium
Panel_C,19.63,0.15,346,362.1710027,32.49117263,68.0640597,5.897610069,26.72763612,19,50,28.41064363,-96.49158363,low
Panel_A,13.61,0.19,354,342.0927299,12.804308,41.13098547,1.263816077,28.3816628,0,30,32.4521118,-95.56684336,low
Panel_A,14.57,0.7,380,232.6788872,16.87154096,44.17284068,2.897123223,56.21108446,7,20,26.21669204,-88.68159531,low
Panel_B,16.79,0.61,361,928.9392228,18.28572623,70.56657257,13.11045379,34.94783355,21,20,25.2872947,-116.9673154,medium
Panel_C,19.89,0.11,207,216.0800942,25.09449537,75.247683,11.14615011,10.94854827,20,40,38.36215365,-73.01242691,low
Panel_B,15.53,0.69,348,218.1464639,27.98417768,85.25700216,1.730279633,42.25382838,22,30,27.22669912,-75.67656633,low
Panel_C,14.68,0.75,290,600.2467105,21.57387451,86.76885782,14.70170042,50.42324032,20,50,39.20469479,-115.1662213,medium
Panel_A,17.98,0.75,215,485.7540111,28.8999439,84.30983196,1.255812289,91.02160325,19,20,27.95785379,-79.0991302,medium
Panel_B,15.43,0.66,224,808.6641173,32.94360729,30.15136062,7.897952485,67.1247276,16,40,40.1884912,-83.80850143,low
Panel_B,18.37,0.79,296,935.7819463,16.38001461,48.81621849,11.30830494,7.82452861,24,30,32.98297067,-73.61946365,high
Panel_A,14.91,0.9,358,791.6671474,31.44506229,86.36850748,14.51411794,77.4150776,14,30,35.92802322,-103.2967784,low
Panel_B,18.64,0.53,239,761.3265086,32.7183281,35.64728501,6.581942754,96.69476146,14,50,30.17271037,-74.41009037,low
Panel_C,12.97,0.44,267,620.960659,26.05907283,42.67889711,12.99166391,95.28645041,21,30,30.25160486,-68.71453839,medium
Panel_A,10.21,0.47,360,821.3694678,15.26306183,68.5236918,8.680868318,61.98682452,23,30,33.96802994,-124.1695685,medium
Panel_B,10.68,0.97,319,660.3413786,17.7521732,25.36179673,3.572830767,29.24520645,8,40,36.77782538,-97.24731597,medium
Panel_A,18.92,0.32,372,207.1112371,31.65999455,89.50885201,4.238447829,54.0779866,20,30,46.78387873,-83.02566592,low
Panel_A,19.97,0.58,315,904.320263,16.09808755,51.83733984,10.73539902,11.1120967,20,10,35.60574818,-120.6064691,high
Panel_B,12.66,0.38,354,922.0790361,28.17882202,70.59295787,13.31978826,7.991134801,24,40,40.99800419,-106.6972503,high
Panel_B,11.88,0.83,304,667.1634168,28.17549065,43.77158466,11.99094758,64.71314183,16,40,38.49845832,-101.5840056,medium
Panel_B,14.18,0.89,304,956.2654577,12.50646788,79.4125825,3.868376546,83.9590562,14,30,25.33553925,-93.16576236,medium
Panel_A,13.73,0.75,262,791.1079161,13.95095358,24.51029097,2.608744951,42.26682823,20,10,45.3430118,-99.00696446,medium
Panel_A,19.05,0.95,376,613.5887997,27.29904882,62.4008615,3.50404069,51.18602985,11,50,43.62103388,-105.5760404,medium
Panel_B,12.25,0.37,260,241.9111601,39.24900973,46.68721571,6.947465757,15.40588023,23,40,49.51508441,-67.27258886,low
Panel_A,11.59,0.55,235,392.4275504,20.79120874,40.06419322,2.307757501,28.55492025,8,10,35.79654291,-67.00658652,low
Panel_C,13.19,0.89,201,749.339715,35.49250858,12.14606948,3.957673888,14.60719754,11,40,46.16794596,-100.2422358,low
Panel_B,10.75,0.39,382,765.9557286,37.03368003,65.32197966,4.21031465,95.13033455,3,40,41.25783583,-112.4693571,low
Panel_B,13.08,0.97,315,485.7273278,32.00179563,36.18670827,0.534686568,97.02193775,3,10,31.70589617,-103.918766,low
Panel_C,18.98,0.79,245,273.9795208,11.56918827,43.29805687,8.389373214,97.88798657,16,30,44.55880678,-80.6400477,low
Panel_B,15.75,0.44,281,525.3711161,34.23582661,30.62269897,14.36964657,15.81415974,4,20,26.34056099,-68.17307772,low
Panel_B,12.51,0.92,277,883.1077145,28.97596238,33.32145346,6.585874096,77.86754429,2,50,40.71390217,-76.79842842,medium
Panel_A,13.76,0.16,229,602.9760265,31.73291486,80.54622312,5.010653193,44.51616729,1,30,36.65081843,-100.3213677,low
